Biden_Sentiment,Trump_Sentiment
-0.22727272727272727,0.6363636363636364
-0.45454545454545453,1.1818181818181819
0.3181818181818182,-0.5454545454545454
-1.3478260869565217,1.391304347826087
-0.2727272727272727,0.8181818181818182
-1.2727272727272727,1.5
-0.13636363636363635,0.3181818181818182
-0.3181818181818182,0.6818181818181818
-0.2857142857142857,0.42857142857142855
0.25,1.0
0.0,0.6666666666666666
-0.5,0.0
-0.25,0.5
0.0,0.0
0.0,1.0
-0.8,1.2
0.0,0.3333333333333333
-0.25,0.75
-0.6666666666666666,1.6666666666666667
0.4,0.4
-1.0,0.75
-0.8,1.8
-1.0,0.6666666666666666
-0.6666666666666666,0.6666666666666666
-0.25,0.5
0.16666666666666666,0.3333333333333333
-0.5,0.75
-0.5,0.25
-0.5,1.0
0.0,0.5
0.5,-0.5
0.0,-0.6666666666666666
-1.3333333333333333,0.6666666666666666
0.0,1.0
0.0,0.5
-0.8,1.4
0.0,0.0
0.6,-0.6
0.0,0.6
-0.5,1.5
-0.25,1.0
0.0,0.75
-1.0,0.5
0.16666666666666666,0.16666666666666666
0.0,1.0
-0.5,0.25
0.6666666666666666,0.3333333333333333
-1.6666666666666667,0.6666666666666666
-0.4,0.4
0.0,0.6666666666666666
0.5,0.0
-0.5,0.75
-0.25,0.25
-1.5,1.25
0.25,-0.25
-1.0,1.6
-0.75,1.0
0.3333333333333333,0.0
0.0,0.0
-1.3333333333333333,1.0
0.0,0.0
0.0,0.8
-0.2857142857142857,0.7142857142857143
0.25,-0.25
-0.5,0.3333333333333333
0.3333333333333333,-0.6666666666666666
-0.3333333333333333,0.3333333333333333
0.0,0.4
-0.25,0.75
-0.6666666666666666,0.3333333333333333
-1.0,0.0
-1.3333333333333333,1.0
0.25,-0.25
0.3333333333333333,-0.3333333333333333
0.0,0.6666666666666666
0.0,1.0
-0.25,0.0
-0.2,0.0
-0.5,1.0
0.0,1.0
-0.4,0.2
0.0,1.25
0.0,0.0
-0.25,1.25
-0.2,0.6
0.0,0.0
0.0,-0.25
-0.3333333333333333,1.0
0.0,0.0
0.0,0.25
-0.25,0.25
0.0,0.2
-0.2,0.4
-0.4,0.6
0.0,-0.5
-0.8,0.8
-0.25,1.0
-0.5,0.25
-0.2,1.0
0.0,0.3333333333333333
-0.4,0.2
-0.16666666666666666,1.0
-1.3333333333333333,1.3333333333333333
0.0,0.5
-0.125,0.0
-0.5,0.5
-1.5,2.0
0.0,0.0
0.0,0.25
0.0,0.5
0.0,0.5
0.0,0.5
-0.6666666666666666,0.6666666666666666
0.0,-0.25
-0.25,0.5
-0.3333333333333333,0.6666666666666666
0.0,0.0
-0.3333333333333333,0.0
0.0,0.0
-0.25,1.0
0.0,0.0
-0.25,0.0
-0.6666666666666666,0.3333333333333333
0.0,-0.5
0.0,0.0
-0.25,0.75
-0.5,0.5
0.0,0.6666666666666666
0.0,-0.5
-1.0,0.8333333333333334
0.2,0.0
-0.3333333333333333,0.3333333333333333
0.0,0.0
-0.6,0.8
0.25,-0.25
-0.2,1.2
-1.0,1.0
-0.16666666666666666,0.6666666666666666
-0.5,-0.5
0.0,-0.3333333333333333
-0.25,0.75
0.0,0.6666666666666666
-0.25,0.5
-0.8,1.2
0.0,1.0
-0.2,0.8
-1.0,1.5
0.0,-0.5
0.3333333333333333,0.0
0.0,0.3333333333333333
-0.75,1.25
-0.25,0.75
-0.25,0.5
-0.5,0.75
-0.5,0.25
-2.0,1.3333333333333333
-0.25,1.75
-0.5,0.5
0.3333333333333333,0.3333333333333333
-0.2,0.8
-0.5,0.25
0.0,0.6666666666666666
0.0,0.3333333333333333
0.0,-0.5
-0.5,1.25
-0.6666666666666666,0.3333333333333333
-0.8,1.6
-0.25,0.5
0.0,0.6666666666666666
-0.5,1.0
-1.0,1.0
-0.16666666666666666,0.5
0.3333333333333333,0.0
-0.4,0.4
0.0,0.0
-0.35714285714285715,0.5
-0.041666666666666664,0.625
0.0,0.047619047619047616
-1.8333333333333333,1.25
0.0,1.1
0.0,0.5
0.3333333333333333,0.3333333333333333
0.25,-1.25
-1.0,1.0
-0.6666666666666666,0.3333333333333333
0.0,1.0
0.0,0.25
-0.3333333333333333,0.6666666666666666
-0.6666666666666666,1.6666666666666667
0.0,0.0
0.0,-0.3333333333333333
-0.75,1.0
0.0,0.3333333333333333
-0.5,1.0
-0.2,0.6
-0.5,0.75
-0.25,0.5
0.0,0.25
0.6666666666666666,-0.3333333333333333
-0.3333333333333333,0.3333333333333333
-0.5,1.25
-0.8,1.0
-1.25,0.5
0.0,0.0
-1.4,1.6
-0.3333333333333333,-0.3333333333333333
0.0,0.0
0.2,0.0
-0.25,1.75
0.0,0.25
-0.2,1.0
0.0,-0.75
0.0,0.3333333333333333
0.0,-0.5
-2.0,1.0
-0.5,1.0
-1.0,1.25
-0.6666666666666666,0.6666666666666666
-1.0,1.2
0.0,2.0
-1.0,1.5
0.0,0.5
0.0,0.75
0.0,-0.25
-1.0,1.6666666666666667
-0.2,0.0
0.0,-0.25
-0.25,0.25
0.0,-0.5
0.0,0.5
0.0,0.75
-0.5,0.25
0.0,1.2
-1.0,1.3333333333333333
-0.6666666666666666,1.0
0.2,0.6
-0.75,0.5
0.0,0.6
-1.0,1.5
-0.25,0.25
0.0,-0.6666666666666666
-0.3333333333333333,0.3333333333333333
